time: 6.45.11 | liltdog2: yo 
time: 8.23.51 | sgsrocks:  hey 

time: 8.23.54 | sgsrocks: follow

time: 8.24.4 | sgsrocks: over here

time: 8.32.18 | sgsrocks: hidden ;p 

time: 8.32.42 | 757ghost: lol 

time: 8.32.44 | 757ghost: ik 

time: 8.36.21 | 757ghost: where do i get firecape?

time: 8.40.17 | liltdog2: :home 

time: 8.41.50 | 757ghost: yo 

time: 8.42.10 | 757ghost: dude

time: 8.42.13 | sgsrocks: yes

time: 8.42.17 | sgsrocks: 757 im doing alot rn 

time: 8.42.25 | 757ghost: how do 1 get firecape 

time: 8.42.29 | sgsrocks: jad?

time: 8.42.30 | sgsrocks: lol 

time: 8.42.32 | 757ghost: didnt sell teleport

time: 8.42.36 | 757ghost: see* 

time: 8.42.39 | sgsrocks: go to skillz 

time: 8.42.40 | sgsrocks: lol 

time: 8.42.44 | sgsrocks: its hidden

time: 8.43.6 | sgsrocks: click her

time: 8.43.7 | sgsrocks: lol 

time: 8.44.30 | sgsrocks: lol 

time: 8.44.35 | sgsrocks: 757 got killed by jad 

time: 8.44.35 | mystyc: lol 

time: 8.44.36 | sgsrocks: lol 

time: 8.44.46 | sgsrocks: one sec

time: 8.44.50 | sgsrocks: vc  

time: 8.44.54 | sgsrocks: ?

time: 9.28.11 | sgsrocks: d\ 

time: 10.9.35 | liltdog2: .

time: 10.11.52 | liltdog2: .

time: 10.12.4 | liltdog2: .

time: 10.12.30 | liltdog2: .

time: 10.18.48 | liltdog2: :item 2 2 

time: 10.59.44 | sgsrocks: 3543

time: 15.56.53 | sgsrocks: hello 

time: 15.56.57 | Ykz: sup g 

time: 15.56.59 | Ykz: its jaxx 

time: 15.57.2 | sgsrocks: ik ;p

time: 15.57.10 | sgsrocks: it fells like gh does it 

time: 15.57.16 | Ykz: yee hella

time: 15.57.23 | sgsrocks: it is gh 

time: 15.57.24 | sgsrocks: lol 

time: 15.57.33 | sgsrocks: fucking forge swap bases on me

time: 15.57.34 | sgsrocks: lol 

time: 15.57.47 | Ykz: wym

time: 15.57.50 | sgsrocks: i just added on to it after 

time: 15.57.55 | sgsrocks: og ghr

time: 15.57.55 | Ykz: ahhh

time: 15.57.57 | sgsrocks: v.1

time: 15.57.58 | Ykz: ye ye 

time: 15.57.59 | sgsrocks: this is v.4

time: 15.58.3 | sgsrocks: v1

time: 15.58.6 | sgsrocks: was unstable

time: 15.58.10 | sgsrocks: it became stable

time: 15.58.14 | sgsrocks: in v.3  5 

time: 15.58.16 | sgsrocks: 2  5

time: 15.58.18 | Ykz: ahhhh 

time: 15.58.20 | sgsrocks: 2 and a half

time: 15.58.35 | sgsrocks: my fckiong dialogue system is gone

time: 15.58.37 | sgsrocks: from v.2 

time: 15.58.40 | sgsrocks: never removedit

time: 15.58.41 | sgsrocks: lol 

time: 15.59.35 | sgsrocks: look uib duiscord

time: 15.59.38 | sgsrocks: look in discord 

time: 15.59.47 | sgsrocks: you see godzhel: with ports 

time: 15.59.52 | Ykz: yee

time: 16.0.1 | sgsrocks: its our defance system

time: 16.0.4 | sgsrocks: to stop ddos 

time: 16.0.6 | sgsrocks: sxd

time: 16.0.11 | Ykz: hell yeah

time: 16.0.15 | sgsrocks: it went fully active 

time: 16.0.17 | sgsrocks: last night 

time: 16.0.21 | sgsrocks: when the ports were opened

time: 16.0.37 | sgsrocks: lets see someone ddos us 

time: 16.0.38 | sgsrocks: kik 

time: 16.0.42 | sgsrocks: lol 

time: 16.0.43 | Ykz: hhqhqhq

time: 16.0.45 | sgsrocks: byby there pc 

time: 16.0.46 | sgsrocks: lol 

time: 16.0.51 | Ykz: literally

time: 16.2.23 | sgsrocks: can u vc? 

time: 16.2.48 | Ykz: i got no mic tn

time: 16.2.50 | Ykz: rn

time: 16.2.59 | Ykz: broke the other night

time: 16.3.33 | Ykz: can we vote yet 

time: 16.3.44 | sgsrocks: after the beta

time: 16.3.45 | sgsrocks: xd 

time: 16.4.7 | Ykz: fiore

time: 16.4.9 | Ykz: foire

time: 16.42.42 | sgsrocks: did u see genal chat

time: 16.42.46 | liltdog2: ?

time: 16.42.47 | sgsrocks: its legit gh

time: 16.42.47 | sgsrocks: lkol 

time: 16.42.53 | sgsrocks: found alot of clues

time: 16.43.0 | sgsrocks: found alot of clues

time: 16.43.8 | sgsrocks: pointing to being real gh

time: 16.43.12 | sgsrocks: just an rename

time: 16.43.16 | sgsrocks: fucking forge 

time: 16.43.28 | sgsrocks: reborn has been godzhell this whole time

time: 16.43.38 | liltdog2: if it real gh then why aint pring got +9999999 all stats 

time: 16.43.43 | liltdog2: haha jk but that cool tho 

time: 16.43.44 | sgsrocks: changes 

time: 16.43.45 | sgsrocks: bro

time: 16.43.46 | sgsrocks: lol 

time: 16.43.51 | liltdog2: u gonna make pring work

time: 16.43.54 | sgsrocks: yes

time: 16.44.5 | liltdog2: do it bro! i need to get to blue drag area 

time: 16.44.8 | liltdog2: blue dragon 

time: 16.44.14 | liltdog2: ima go to train 

time: 16.44.18 | liltdog2: if u wanna hang there for a sec

time: 16.45.13 | liltdog2: is there blue draon helm? i have all other pieces 

time: 16.45.23 | liltdog2: look like it should exist but idk if blue dragon drops it

time: 16.45.32 | liltdog2: l0l

time: 16.45.48 | sgsrocks: gg

time: 16.45.50 | sgsrocks: lol 

time: 16.45.53 | liltdog2: damn 

time: 16.46.0 | liltdog2: after i bought one already x[) 

time: 16.46.32 | sgsrocks: vc?

time: 16.46.39 | liltdog2: wat is vc

time: 16.46.47 | sgsrocks: voice chat 

time: 16.46.48 | sgsrocks: lol 

time: 16.46.55 | liltdog2: ah i cant rn but i mite be able to later tn

time: 16.46.58 | sgsrocks: d 

time: 16.47.2 | sgsrocks: d 

time: 16.47.6 | sgsrocks: d 

time: 16.47.10 | liltdog2: my only money maker

time: 16.47.12 | liltdog2: is killing these

time: 16.47.14 | sgsrocks: d 

time: 16.47.15 | sgsrocks: xd 

time: 16.47.17 | liltdog2: pumpkins sell 20m

time: 16.47.19 | sgsrocks: fuck i miss the titles

time: 16.47.21 | sgsrocks: xd 

time: 16.47.21 | liltdog2: drag med helm for 4m

time: 16.47.33 | liltdog2: it aint much but its honest work 

time: 16.47.49 | liltdog2: blue dragon helm in game? 

time: 16.47.55 | sgsrocks: ;)

time: 16.48.2 | liltdog2: i saw old item list 

time: 16.48.4 | liltdog2: and it was on there

time: 16.48.13 | sgsrocks: kill the dragon 

time: 16.48.14 | sgsrocks: lol 

time: 16.48.23 | liltdog2: i have all other pieces haha 

time: 16.48.40 | liltdog2: do u know why some monsters are op as hell 

time: 16.48.46 | liltdog2: its like they're in another combat bracket 

time: 16.48.58 | sgsrocks: code cleanup 

time: 16.49.0 | sgsrocks: fixed alot of bugs 

time: 16.49.1 | sgsrocks: lol 

time: 16.49.3 | liltdog2: ah

time: 16.49.7 | liltdog2: like earlier at least

time: 16.49.18 | liltdog2: all godwars monsters, cave bugs lvl 6 at slayer tower lmao 

time: 16.49.27 | liltdog2: were all impossible to kill and hit me for like 30-40  

time: 16.49.33 | sgsrocks: oo

time: 16.49.48 | liltdog2: i forgot about the old slayer tower bro 

time: 16.49.52 | liltdog2: do ::slayer

time: 16.50.35 | sgsrocks: omg 

time: 16.50.36 | sgsrocks: yes

time: 16.50.36 | liltdog2: come

time: 16.50.52 | liltdog2: try to kill 

time: 16.50.54 | sgsrocks: the boots

time: 16.50.55 | liltdog2: these lil fuckers

time: 16.50.57 | liltdog2: earlier 

time: 16.51.2 | liltdog2: yeah black boots used to sell 500m at store

time: 16.51.7 | liltdog2: that what i was trying to do lmao

time: 16.51.31 | sgsrocks: npchandler was cleaned up

time: 16.51.32 | sgsrocks: lol 

time: 16.51.36 | liltdog2: lol 

time: 16.51.39 | liltdog2: ill brb in a couple min

time: 16.51.44 | liltdog2: prob will ehad back to train

time: 16.51.47 | liltdog2: gotta grab food 

time: 16.51.51 | sgsrocks: kk

time: 16.55.59 | sgsrocks: sorry

time: 16.56.5 | liltdog2: that fine lol

time: 16.56.6 | sgsrocks: i hit the close

time: 16.56.7 | sgsrocks: lol 

time: 16.56.13 | sgsrocks: didnt mean to

time: 16.56.15 | sgsrocks: lol 

time: 16.56.28 | sgsrocks: wait 

time: 16.56.31 | sgsrocks: that number 

time: 16.56.33 | sgsrocks: 1k?

time: 16.56.35 | sgsrocks: lol 

time: 16.56.42 | liltdog2: lol 

time: 16.56.44 | liltdog2: mage op

time: 16.56.54 | liltdog2: melee slow af

time: 16.57.10 | liltdog2: i havent ranged yet at all tho 

time: 16.57.33 | sgsrocks: want to know something funny 

time: 16.57.36 | liltdog2: ?

time: 16.57.40 | sgsrocks: go to home

time: 16.57.55 | sgsrocks: the wcer

time: 16.58.1 | liltdog2: nice 

time: 16.58.7 | sgsrocks: see what his wearing 

time: 16.58.20 | liltdog2: ya? 

time: 16.58.20 | sgsrocks: the sword his

time: 16.58.31 | sgsrocks: thats a 420 npc

time: 16.58.33 | sgsrocks: not a 525

time: 16.58.34 | sgsrocks: lol 

time: 16.58.38 | liltdog2: lmao 

time: 16.58.38 | sgsrocks: thats apart of cerb 

time: 16.58.39 | liltdog2: wtf 

time: 16.59.46 | sgsrocks: godzhell had cerb 

time: 16.59.49 | sgsrocks: lol 

time: 17.0.1 | ykz: i remember that

time: 17.0.9 | sgsrocks: same npc right?

time: 17.0.11 | sgsrocks: klol 

time: 17.0.33 | ykz: think sio

time: 17.0.45 | sgsrocks: more proof this is gh 

time: 17.0.48 | sgsrocks: you know that right 

time: 17.0.50 | sgsrocks: xd 

time: 17.0.53 | ykz: yessirr

time: 17.0.57 | sgsrocks: its not the first ghr 

time: 17.1.25 | sgsrocks: cerb is how can i say it 

time: 17.1.31 | sgsrocks: def progame 

time: 17.1.31 | sgsrocks: lol 

time: 17.27.24 | sgsrocks: uncut or norma;l 

time: 17.27.27 | liltdog2: normal 

time: 17.27.36 | sgsrocks: its 2m

time: 17.27.37 | sgsrocks: 1m

time: 17.27.38 | sgsrocks: lol 

time: 17.27.42 | liltdog2: 1m? ok

time: 17.27.48 | liltdog2: ty 

time: 17.27.52 | sgsrocks: its allways been 1m

time: 17.27.53 | sgsrocks: lol 

time: 17.27.55 | liltdog2: ah

time: 17.27.58 | sgsrocks: was atching a video of it

time: 17.28.1 | sgsrocks: a while back

time: 17.28.2 | sgsrocks: lol 

time: 17.28.11 | liltdog2: if it was like 10m i would have done dragonstone for quicker xp to get

time: 17.28.12 | liltdog2: to that 

time: 17.28.40 | sgsrocks: lol 

time: 17.28.46 | sgsrocks: did the shop gliotch out 

time: 17.28.47 | sgsrocks: lol 

time: 17.28.48 | liltdog2: lol u see my money maker

time: 17.29.8 | liltdog2: just found it 

time: 17.29.19 | sgsrocks: im not going to be soo hard on everyone like last time

time: 17.29.20 | sgsrocks: sir 

time: 17.29.23 | sgsrocks: ;p

time: 17.29.26 | liltdog2: ty broski

time: 17.29.29 | sgsrocks: happy to see everyone

time: 17.29.31 | liltdog2: now i just need something to spend 1b on 

time: 17.29.36 | liltdog2: vesta worth buying? 

time: 17.29.40 | sgsrocks: idfk

time: 17.29.44 | sgsrocks: been too long 

time: 17.29.45 | liltdog2: i just need pring tho in the long run lmao 

time: 17.29.45 | sgsrocks: lol 

time: 17.29.56 | liltdog2: well wait i can sell vesta back tp shop for 1b right? 

time: 17.30.13 | liltdog2: in that case ima just buy it 

time: 17.30.14 | liltdog2: no risk

time: 17.30.19 | sgsrocks: omg 

time: 17.30.21 | sgsrocks: fuck 

time: 17.30.23 | sgsrocks: lol 

time: 17.30.25 | liltdog2: ?

time: 17.30.25 | sgsrocks: -9999

time: 17.30.26 | sgsrocks: lol 

time: 17.30.29 | liltdog2: pring? 

time: 17.30.29 | sgsrocks: ill fix this

time: 17.30.32 | liltdog2: lmao 

time: 17.31.22 | sgsrocks: must been around the time i disabled it 

time: 17.31.23 | sgsrocks: lol 

time: 17.32.50 | liltdog2: bro noo vesta cant sell back lmao

time: 17.32.52 | liltdog2: rip 1b 

time: 17.32.55 | liltdog2: fuck it

time: 17.33.13 | liltdog2: can i sell u back for 1b or is that against rule

time: 17.34.40 | sgsrocks: there 

time: 17.34.40 | sgsrocks: lol 

time: 17.34.49 | liltdog2: ty sir 

time: 17.34.50 | liltdog2: also

time: 17.34.57 | liltdog2: will u pls be sure to give extreme warning 

time: 17.35.3 | liltdog2: if you ever fix bank pin

time: 17.35.6 | liltdog2: cause every time i log in

time: 17.35.9 | liltdog2: i just spam a random one

time: 17.35.11 | liltdog2: l0l

time: 17.35.20 | sgsrocks: 0000

time: 17.35.21 | liltdog2: and if u fix after i spam a random one im fucked 

time: 17.35.21 | sgsrocks: lkol 

time: 17.35.22 | sgsrocks: lol 

time: 17.35.34 | sgsrocks: pin is 0000

time: 17.35.35 | liltdog2: maybe ill do that to be safe 

time: 17.43.31 | sgsrocks: fells like home huh

time: 17.43.32 | sgsrocks: lol 

time: 17.50.45 | liltdog2: no blue drags here

time: 17.50.50 | sgsrocks: \um 

time: 17.50.51 | liltdog2: but dude i love white armour

time: 17.50.54 | sgsrocks: xd 

time: 17.50.57 | liltdog2: thats a classic godzhell flex 

time: 17.51.4 | liltdog2: this guy aint drop 

time: 17.51.7 | liltdog2: anything tho

time: 17.51.13 | sgsrocks: dcing should of stopped

time: 17.51.14 | liltdog2: ima go back to start of dung 

time: 17.51.35 | sgsrocks: over here

time: 17.51.51 | sgsrocks: o shit

time: 17.51.52 | liltdog2: where are blue drag

time: 17.51.53 | sgsrocks: this place

time: 17.51.54 | sgsrocks: xd 

time: 17.51.58 | sgsrocks: other side

time: 17.51.59 | sgsrocks: lol 

time: 17.52.0 | liltdog2: o 

time: 17.53.12 | sgsrocks: lol 

time: 17.53.16 | liltdog2: here we go

time: 17.53.21 | sgsrocks: looks wayy diffent

time: 17.53.22 | sgsrocks: in 525 

time: 17.53.25 | sgsrocks: hol fuck 

time: 17.53.31 | sgsrocks: kkiij wayy diffent

time: 17.53.32 | sgsrocks: in 525 

time: 17.53.33 | sgsrocks: mapos 

time: 17.53.40 | sgsrocks: remember when it was 317

time: 17.53.47 | liltdog2: lol ya 

time: 17.54.13 | sgsrocks: wait 

time: 17.54.13 | liltdog2: ive killed so many and no helm lol 

time: 17.54.16 | sgsrocks: the follow

time: 17.54.21 | sgsrocks: do toy remember if it was broken

time: 17.54.26 | liltdog2: it was 

time: 17.54.26 | sgsrocks: at the start of ghr 

time: 17.54.32 | liltdog2: earlier today ya

time: 17.54.35 | sgsrocks: noo 

time: 17.54.38 | liltdog2: cause remember we went thru barb village

time: 17.54.41 | sgsrocks: not 

time: 17.54.44 | sgsrocks: this time

time: 17.54.50 | liltdog2: o u mean like back in the day? years ago? 

time: 17.54.52 | sgsrocks: when u first joined

time: 17.54.54 | sgsrocks: yes

time: 17.54.55 | sgsrocks: lol 

time: 17.54.57 | liltdog2: idrm man

time: 17.54.59 | liltdog2: tbh

time: 17.55.10 | sgsrocks: that follow message 

time: 17.55.14 | sgsrocks: points to gh

time: 17.55.18 | sgsrocks: you know that right 

time: 17.55.39 | liltdog2: dont think i did know that 

time: 17.55.48 | sgsrocks: the message 

time: 17.55.50 | sgsrocks: i got to check

time: 17.55.53 | sgsrocks: this goingto bug me

time: 17.56.13 | sgsrocks: gives me odc

time: 17.56.17 | liltdog2: lol 

time: 18.19.23 | liltdog2: no string?

time: 18.19.27 | sgsrocks: um 

time: 18.19.29 | liltdog2: i checked all shops for range 

time: 18.19.30 | liltdog2: lmao 

time: 18.19.36 | sgsrocks: one sec

time: 18.19.38 | sgsrocks: gpo tp slo;;z 

time: 18.19.39 | liltdog2: aint one of these lowe bastards

time: 18.19.40 | sgsrocks: skillz

time: 18.19.43 | liltdog2: suppost to be

time: 18.20.6 | sgsrocks: remember 

time: 18.20.12 | sgsrocks: where was the string in gh

time: 18.20.13 | sgsrocks: lol 

time: 18.20.24 | sgsrocks: thw gate

time: 18.20.24 | sgsrocks: bro

time: 18.24.18 | liltdog2: lol 

time: 18.24.25 | liltdog2: any boss commands?

time: 18.24.30 | liltdog2: theres a bunch of unlisted 

time: 18.24.33 | liltdog2: like ::corp

time: 18.24.41 | sgsrocks: check beta-test

time: 18.24.45 | sgsrocks: look the diffent 

time: 18.24.54 | sgsrocks: it looks like ids got moved around 

time: 18.24.58 | liltdog2: ok 

time: 18.25.8 | sgsrocks: its just that part

time: 18.25.11 | sgsrocks: theres tons more 

time: 18.25.14 | sgsrocks: i havt posted 

time: 18.25.23 | sgsrocks: this has to be real gh source

time: 18.25.37 | sgsrocks: or both

time: 18.25.40 | sgsrocks: in one

time: 18.25.40 | sgsrocks: ol

time: 18.26.0 | sgsrocks: you know im freaking out 

time: 18.26.0 | sgsrocks: right

time: 18.26.33 | liltdog2: y

time: 18.26.40 | sgsrocks: if this is really gh 

time: 18.26.47 | sgsrocks: means i have had gh this wholetime 

time: 18.26.55 | liltdog2: lol yeah thats huge news 

time: 18.27.6 | sgsrocks: i built ghr off allstarscpe 

time: 18.27.8 | sgsrocks: lol 

time: 18.27.13 | liltdog2: dam

time: 18.27.15 | sgsrocks: lots of stuff is not adding up 

time: 18.27.22 | liltdog2: also i aint see the ::commands anywhere in discord

time: 18.27.33 | sgsrocks: one hit 

time: 18.27.38 | sgsrocks: is figment code 

time: 18.27.39 | sgsrocks: lol 

time: 18.27.54 | sgsrocks: ya 

time: 18.27.57 | sgsrocks: this shit 

time: 18.28.6 | liltdog2: yeah where do u find htose 

time: 18.28.16 | sgsrocks: wasnt ever in the vbase 

time: 18.28.16 | liltdog2: like ::bandos or something

time: 18.28.22 | liltdog2: dam

time: 18.29.19 | sgsrocks: or i did a shit ton of work to this  

time: 18.29.20 | sgsrocks: lol 

time: 18.29.30 | liltdog2: bro i found some shit earlier

time: 18.29.31 | liltdog2: lemme see 

time: 18.29.40 | liltdog2: wtf was it 

time: 18.33.15 | sgsrocks: ;:cs 

time: 18.41.3 | sgsrocks: lol 

time: 19.12.34 | ykz: where are pickaxes 

time: 19.17.21 | sgsrocks: sexy pick right 

time: 19.17.22 | sgsrocks: xd 

time: 19.17.28 | ykz: yes

time: 19.17.42 | ykz: im going to be first to max

time: 19.18.5 | sgsrocks: wait 

time: 19.18.8 | sgsrocks: go to mining 

time: 19.18.19 | sgsrocks: this way

time: 19.18.36 | sgsrocks: this place

time: 19.18.37 | sgsrocks: omg 

time: 19.19.6 | sgsrocks: lol 

time: 19.19.16 | ykz: ooo 

time: 19.19.23 | sgsrocks: the old d pick 

time: 19.19.23 | sgsrocks: ;p

time: 19.19.24 | ykz: wait where do i use bone key 

time: 19.19.32 | sgsrocks: the door

time: 19.19.35 | sgsrocks: at ghost 

time: 19.19.36 | sgsrocks: place 

time: 19.22.52 | ykz: there 

time: 20.26.54 | sgsrocks: hello sir 

time: 6.4.58 | sgsrocks: hello 

time: 6.15.24 | sgsrocks: u awake 

time: 6.15.25 | sgsrocks:   

time: 12.31.59 | ykz:       ::wiki

time: 14.5.1 | ykz: hello 

time: 17.11.57 | sgsrocks: hello sir 

time: 18.9.57 | liltdog2: :ports

time: 18.46.30 | liltdog2: :bank

time: 19.1.52 | liltdog2: yo 

time: 19.44.51 | liltdog2: [][][][][][][][][][][][]

time: 19.45.11 | sgsrocks: hello 

time: 19.45.14 | sgsrocks: [][][][]

time: 19.45.15 | liltdog2: [][][][][][][][][][][][][][][][][][][]][][][][][][][][]][][][][]

time: 19.45.16 | sgsrocks: \lo]

time: 19.45.31 | liltdog2: [][][][][][][][][][][][][][][][][][][]

time: 19.45.35 | liltdog2: lol 

time: 19.45.52 | liltdog2: dude see my weap

time: 19.45.58 | sgsrocks: lol 

time: 19.45.59 | liltdog2: godzhell classic

time: 19.46.1 | sgsrocks: bswird

time: 19.46.2 | sgsrocks: kik 

time: 19.46.3 | sgsrocks: wait 

time: 19.46.4 | liltdog2: noob rare

time: 19.46.8 | sgsrocks: wait 

time: 19.46.26 | sgsrocks: log out for 10 secs please

time: 19.46.49 | sgsrocks: talk 

time: 19.46.54 | liltdog2: ?

time: 19.46.57 | sgsrocks: fuck 

time: 19.46.59 | sgsrocks: too swuick 

time: 19.47.0 | sgsrocks: quick

time: 19.47.7 | sgsrocks: logout for 20 now please

time: 19.47.12 | liltdog2: ok 

time: 19.48.16 | liltdog2: ayooo

time: 19.48.21 | liltdog2: ty bro

time: 19.55.10 | liltdog2: .

time: 19.56.6 | sgsrocks: fuckoing  

time: 19.56.9 | sgsrocks: love you dragon

time: 19.56.13 | sgsrocks: kik 

time: 19.56.14 | sgsrocks: lol 

time: 19.56.16 | sgsrocks: sirry

time: 19.56.18 | sgsrocks: sorry

time: 19.56.22 | sgsrocks: mysytc

time: 19.56.25 | sgsrocks: and me 

time: 19.56.28 | sgsrocks: found something

time: 19.57.19 | sgsrocks: lol 

time: 19.57.24 | sgsrocks: testing commands i see

time: 19.57.24 | sgsrocks: lol 

time: 19.57.33 | liltdog2: yee lol

time: 19.57.58 | sgsrocks: we found an auth code pointing to something

time: 19.58.1 | sgsrocks: we found cerb 

time: 19.58.2 | sgsrocks: lol 

time: 19.58.5 | liltdog2: o dam

time: 19.58.37 | sgsrocks: the auth has jes 

time: 19.58.38 | sgsrocks: in it 

time: 19.58.39 | sgsrocks: lol 

time: 19.58.42 | sgsrocks: seeing im jesse

time: 19.58.43 | sgsrocks: lol 

time: 19.58.45 | liltdog2: ahh 

time: 19.59.0 | sgsrocks: fucking dragon put cerb in my model dumps

time: 19.59.3 | sgsrocks: ecryed

time: 19.59.4 | sgsrocks: lol 

time: 19.59.8 | liltdog2: lmao 

time: 19.59.12 | sgsrocks: one file 

time: 19.59.14 | sgsrocks: has jes

time: 19.59.17 | sgsrocks: one 

time: 5.41.35 | sgsrocks: lol 

time: 5.41.39 | sgsrocks: stable 

time: 17.23.39 | sgsrocks: hey bob

time: 17.24.56 | J Beezy: hi

time: 17.35.20 | sgsrocks: smooth huh 

time: 17.51.23 | ykz: sgs

time: 17.51.26 | sgsrocks: yes

time: 17.51.38 | ykz: you should add command where we can check how much time we got played 

time: 17.51.49 | ykz:  ::checktimeplayed ykz 

time: 17.52.57 | sgsrocks: it goes by dates ithink 

time: 18.9.32 | sgsrocks: omg 

time: 18.9.40 | ykz: ?

time: 18.9.43 | sgsrocks: this has been running for a whole day before it would crash

time: 18.9.48 | sgsrocks: everything still working

time: 18.9.49 | sgsrocks: lol 

time: 20.26.23 | sgsrocks: how does the pathing fell 

time: 20.26.24 | sgsrocks: lol 

time: 20.26.35 | ykz:  good

time: 20.26.38 | ykz: better than before 

time: 20.26.45 | ykz: is fishing fixed

time: 20.26.48 | sgsrocks: not yet

time: 20.26.50 | sgsrocks: working on it

time: 20.26.55 | sgsrocks: mihgt need to redo it all 

time: 20.26.56 | sgsrocks: lol 

time: 20.26.59 | sgsrocks: but

time: 20.27.16 | sgsrocks: the server been up for 2 days without reboot

time: 20.27.17 | sgsrocks: lol 

time: 20.27.20 | sgsrocks: drops still work 

time: 20.27.21 | sgsrocks: lol 

time: 20.27.28 | ykz: hell yeah

time: 20.27.34 | sgsrocks: no lag huh 

time: 20.27.36 | sgsrocks: lol 

time: 20.27.37 | ykz: nah 

time: 20.27.52 | sgsrocks: does it fell better then more rsps's 
